X,Y,Z,标注类别名称,预测类别,图像路径
66.91815,319.21802,190.71132,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1280.png
-223.5954,-46.246662,-118.20078,cow_22,cow_32,./dataset/test-41-different/all\cow_22\cow_22_129.png
30.64803,342.74585,148.15573,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1294.png
-15.328568,360.05096,165.35828,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1296.png
26.231266,366.02222,197.41862,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1297.png
7.0951014,316.87756,189.18085,cow_22,cow_22,./dataset/test-41-different/all\cow_22\cow_22_1299.png
-126.475655,-148.23584,155.17197,cow_22,cow_8,./dataset/test-41-different/all\cow_22\cow_22_833.png
-51.61893,-306.859,226.1101,cow_22,cow_23,./dataset/test-41-different/all\cow_22\cow_22_899.png
-38.735905,-335.10385,196.7797,cow_22,cow_23,./dataset/test-41-different/all\cow_22\cow_22_904.png
-125.1912,-284.52686,14.11612,cow_23,cow_23,./dataset/test-41-different/all\cow_23\cow_23_1213.png
4.7897487,156.70206,92.68875,cow_23,cow_23,./dataset/test-41-different/all\cow_23\cow_23_1435.png
187.69568,-220.0692,174.44138,cow_23,cow_23,./dataset/test-41-different/all\cow_23\cow_23_47.png
-196.22339,-316.85583,-99.85677,cow_23,cow_23,./dataset/test-41-different/all\cow_23\cow_23_534.png
219.34601,-190.25499,151.71498,cow_23,cow_14,./dataset/test-41-different/all\cow_23\cow_23_75.png
175.0075,-178.54584,152.69145,cow_23,cow_14,./dataset/test-41-different/all\cow_23\cow_23_82.png
-53.202606,43.230488,113.80659,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1050.png
30.466465,148.99736,152.13182,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1066.png
30.410437,104.8748,166.2047,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1071.png
-6.365473,127.88268,183.75327,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1081.png
123.29124,15.998679,101.6394,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1246.png
93.38395,47.57903,97.091125,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1250.png
76.97385,29.840462,136.03423,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1260.png
31.659298,18.662811,75.54177,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1287.png
-8.846898,24.577358,57.183475,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1295.png
-31.927137,97.07301,114.798874,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1338.png
17.674881,91.070045,61.457962,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1358.png
14.254319,87.54034,19.922619,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1359.png
-38.16077,-0.50303364,169.0718,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1477.png
-43.605907,46.107647,178.58186,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1481.png
-1.9850934,31.341328,151.88606,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1494.png
-4.479304,19.852139,207.7482,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_1594.png
-21.330822,-267.32037,97.32707,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_2204.png
-25.954123,-264.75162,53.591133,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_2239.png
160.00731,-162.69781,26.96033,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_26.png
-7.3274484,173.9178,329.37137,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_275.png
-187.483,328.27618,-12.539282,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_3078.png
-190.27356,401.28662,-49.799053,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_3223.png
-230.37508,356.9117,-80.78972,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_3272.png
-194.89694,363.95978,-104.5284,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_3274.png
-9.047783,411.06,108.15966,cow_24,cow_17,./dataset/test-41-different/all\cow_24\cow_24_3420.png
-151.2532,-197.21634,-152.80994,cow_24,cow_13,./dataset/test-41-different/all\cow_24\cow_24_3578.png
-40.360134,387.84128,74.78981,cow_24,cow_24,./dataset/test-41-different/all\cow_24\cow_24_605.png
-61.413666,358.67435,-27.881283,cow_25,cow_25,./dataset/test-41-different/all\cow_25\cow_25_106.png
70.70441,-73.97508,-141.48419,cow_25,cow_25,./dataset/test-41-different/all\cow_25\cow_25_1080.png
51.235565,-122.07434,-170.27682,cow_25,cow_25,./dataset/test-41-different/all\cow_25\cow_25_1123.png
167.4129,-119.61555,-166.86017,cow_25,cow_25,./dataset/test-41-different/all\cow_25\cow_25_1246.png
157.76094,-88.65051,-141.56882,cow_25,cow_13,./dataset/test-41-different/all\cow_25\cow_25_1257.png
-64.04383,331.1652,8.482927,cow_25,cow_25,./dataset/test-41-different/all\cow_25\cow_25_203.png
-115.488205,372.4525,-20.262379,cow_25,cow_25,./dataset/test-41-different/all\cow_25\cow_25_244.png
-102.79809,298.25186,-61.28182,cow_25,cow_28,./dataset/test-41-different/all\cow_25\cow_25_290.png
-71.633316,352.5458,-88.50054,cow_25,cow_28,./dataset/test-41-different/all\cow_25\cow_25_310.png
-66.58967,170.3917,14.691976,cow_26,cow_25,./dataset/test-41-different/all\cow_26\cow_26_1003.png
-193.90724,-118.32382,-219.04396,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_1177.png
-192.21179,-109.15895,-176.98163,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_1183.png
48.346684,228.1262,-291.6909,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_153.png
77.12127,232.18382,-251.5258,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_169.png
25.182379,223.51476,-238.27531,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_184.png
4.2090197,192.17302,-273.87683,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_192.png
46.167065,176.77245,-252.96796,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_194.png
-57.874775,286.0619,110.78427,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_25.png
-39.830063,241.29102,102.632225,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_269.png
-6.389928,266.39255,88.03057,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_288.png
-109.71859,274.07306,23.486765,cow_26,cow_28,./dataset/test-41-different/all\cow_26\cow_26_398.png
81.29124,145.06204,116.713356,cow_26,cow_29,./dataset/test-41-different/all\cow_26\cow_26_693.png
81.57739,410.3891,-98.43548,cow_26,cow_39,./dataset/test-41-different/all\cow_26\cow_26_824.png
-57.884476,208.9613,26.301384,cow_26,cow_26,./dataset/test-41-different/all\cow_26\cow_26_994.png
23.843838,107.068596,-129.92842,cow_27,cow_27,./dataset/test-41-different/all\cow_27\cow_27_327.png
134.07532,78.02351,-113.79063,cow_27,cow_27,./dataset/test-41-different/all\cow_27\cow_27_335.png
52.30123,-70.733864,402.05283,cow_27,cow_27,./dataset/test-41-different/all\cow_27\cow_27_543.png
80.77176,-98.6792,395.25003,cow_27,cow_27,./dataset/test-41-different/all\cow_27\cow_27_547.png
-200.20587,225.62949,43.451206,cow_28,cow_35,./dataset/test-41-different/all\cow_28\cow_28_118.png
-165.88026,247.17703,-192.40508,cow_28,cow_28,./dataset/test-41-different/all\cow_28\cow_28_1899.png
-107.61953,466.95645,-22.27602,cow_28,cow_28,./dataset/test-41-different/all\cow_28\cow_28_2059.png
-126.742,453.0864,19.904133,cow_28,cow_28,./dataset/test-41-different/all\cow_28\cow_28_2077.png
-92.35114,487.23788,20.242107,cow_28,cow_28,./dataset/test-41-different/all\cow_28\cow_28_2098.png
-104.52746,324.46085,-141.00931,cow_29,cow_29,./dataset/test-41-different/all\cow_29\cow_29_134.png
-99.23866,281.62433,-135.83339,cow_29,cow_29,./dataset/test-41-different/all\cow_29\cow_29_160.png
-3.8738582,330.12222,-118.55416,cow_29,cow_29,./dataset/test-41-different/all\cow_29\cow_29_277.png
-46.619564,302.20905,-151.95,cow_29,cow_29,./dataset/test-41-different/all\cow_29\cow_29_3.png
-157.43779,166.4427,-212.68768,cow_29,cow_29,./dataset/test-41-different/all\cow_29\cow_29_497.png
-135.45198,124.1484,-232.10852,cow_29,cow_29,./dataset/test-41-different/all\cow_29\cow_29_527.png
-52.11287,265.5852,-181.44345,cow_29,cow_29,./dataset/test-41-different/all\cow_29\cow_29_58.png
-179.16606,-130.64726,211.8841,cow_3,cow_3,./dataset/test-41-different/all\cow_3\cow_3_1008.png
-190.28935,-116.69392,258.4958,cow_3,cow_3,./dataset/test-41-different/all\cow_3\cow_3_1032.png
-225.50337,-79.189064,228.52744,cow_3,cow_3,./dataset/test-41-different/all\cow_3\cow_3_1076.png
78.11975,-186.73392,-154.22313,cow_3,cow_13,./dataset/test-41-different/all\cow_3\cow_3_771.png
-203.41739,-107.41801,116.24165,cow_3,cow_3,./dataset/test-41-different/all\cow_3\cow_3_866.png
-180.81761,-85.598236,149.15955,cow_3,cow_3,./dataset/test-41-different/all\cow_3\cow_3_883.png
-159.75641,-91.02527,222.61092,cow_3,cow_3,./dataset/test-41-different/all\cow_3\cow_3_996.png
131.24527,-6.537923,28.49829,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_1626.png
129.82176,106.65211,-2.5874715,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_1793.png
109.421074,54.77242,-10.762466,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_1839.png
154.94817,59.196285,-23.52415,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_1842.png
144.31255,69.60733,26.486368,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_1901.png
-12.436389,286.3648,-78.46036,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_223.png
19.84443,272.33768,-125.81099,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_420.png
61.098267,292.90396,-131.59732,cow_30,cow_30,./dataset/test-41-different/all\cow_30\cow_30_434.png
-81.99171,-147.36803,-167.31834,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_1015.png
-326.86386,-9.413606,-160.75424,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_1138.png
-333.0865,-51.44594,-162.5442,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_1176.png
-313.35965,-190.83803,-179.02354,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_1276.png
-348.4913,-158.86606,-168.96161,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_1308.png
-320.0087,-151.95226,-208.58382,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_1374.png
-85.0475,314.85403,150.12451,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_467.png
-11.118077,255.9473,165.90486,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_672.png
-76.49153,75.56478,289.02295,cow_31,cow_31,./dataset/test-41-different/all\cow_31\cow_31_957.png
-224.96786,-321.97247,176.38643,cow_32,cow_20,./dataset/test-41-different/all\cow_32\cow_32_1036.png
-236.02997,-351.04254,209.22092,cow_32,cow_20,./dataset/test-41-different/all\cow_32\cow_32_1038.png
-257.86984,-359.96524,156.36368,cow_32,cow_21,./dataset/test-41-different/all\cow_32\cow_32_1064.png
-254.93584,-269.95206,227.63394,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_1380.png
-225.39966,-254.96341,265.37607,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_1464.png
-198.05803,-242.69878,315.16864,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_1502.png
-160.3746,-237.91063,288.7426,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_1556.png
-138.15201,-278.39133,213.58876,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_1591.png
-171.12985,-376.6018,172.75076,cow_32,cow_33,./dataset/test-41-different/all\cow_32\cow_32_1742.png
202.34737,283.68085,-310.8039,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_1823.png
7.371979,317.2151,341.95627,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_1878.png
-299.3566,-276.3805,164.28487,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_280.png
-348.52884,-307.66635,90.61184,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_415.png
-209.22446,-381.9717,-85.18274,cow_32,cow_31,./dataset/test-41-different/all\cow_32\cow_32_44.png
-288.96356,-310.57236,64.27386,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_595.png
-291.3321,-348.76968,96.58733,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_598.png
-267.91913,-306.87973,111.30287,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_599.png
-169.44795,-339.73962,24.186756,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_732.png
-332.3926,-318.9574,135.19493,cow_32,cow_32,./dataset/test-41-different/all\cow_32\cow_32_781.png
-206.63237,-418.25623,103.50946,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_107.png
-184.40222,21.225227,9.190384,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_1181.png
-122.882614,-316.57306,162.29668,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_1240.png
-3.5543923,349.18176,282.54123,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_1347.png
63.296963,1.6786168,-192.3196,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_1379.png
-200.60388,-359.9419,99.16307,cow_33,cow_32,./dataset/test-41-different/all\cow_33\cow_33_140.png
112.653015,10.080577,-149.05598,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_1424.png
-207.83797,149.27737,1.404826,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_1462.png
-248.6496,146.5486,11.42939,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_1525.png
-256.65558,-353.7877,-58.293926,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_218.png
-243.13602,-398.87802,-25.595741,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_272.png
-261.8874,-411.40503,-75.749115,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_302.png
-301.07776,-387.26306,-32.035095,cow_33,cow_32,./dataset/test-41-different/all\cow_33\cow_33_396.png
-300.48557,-369.66248,-90.350586,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_455.png
-261.56204,-351.582,8.491682,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_598.png
-242.3697,-408.63828,69.382774,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_62.png
-156.65826,-336.96313,226.77328,cow_33,cow_32,./dataset/test-41-different/all\cow_33\cow_33_625.png
-153.56139,-313.84003,265.14813,cow_33,cow_3,./dataset/test-41-different/all\cow_33\cow_33_686.png
-196.32889,-404.55356,56.619747,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_84.png
112.14877,18.053837,459.23016,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_942.png
135.8067,-26.780186,440.99796,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_951.png
152.89299,12.875194,416.41806,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_963.png
167.77382,7.652604,462.0316,cow_33,cow_33,./dataset/test-41-different/all\cow_33\cow_33_975.png
-257.13168,-333.29996,-140.04424,cow_34,cow_34,./dataset/test-41-different/all\cow_34\cow_34_203.png
219.4339,-165.42215,222.17201,cow_34,cow_34,./dataset/test-41-different/all\cow_34\cow_34_32.png
-27.422184,381.19003,-136.47525,cow_34,cow_34,./dataset/test-41-different/all\cow_34\cow_34_451.png
64.081894,336.68912,-37.119537,cow_35,cow_35,./dataset/test-41-different/all\cow_35\cow_35_1097.png
-150.07259,324.44553,-44.9034,cow_35,cow_35,./dataset/test-41-different/all\cow_35\cow_35_112.png
25.822441,321.74286,-8.811452,cow_35,cow_35,./dataset/test-41-different/all\cow_35\cow_35_1127.png
20.051104,354.5162,-44.331924,cow_35,cow_35,./dataset/test-41-different/all\cow_35\cow_35_1154.png
109.644104,74.38354,165.03665,cow_35,cow_31,./dataset/test-41-different/all\cow_35\cow_35_901.png
45.02935,232.79619,69.711464,cow_36,cow_36,./dataset/test-41-different/all\cow_36\cow_36_250.png
-55.192486,109.47702,-176.65083,cow_37,cow_37,./dataset/test-41-different/all\cow_37\cow_37_1734.png
-33.30874,119.59059,-210.38214,cow_37,cow_37,./dataset/test-41-different/all\cow_37\cow_37_1740.png
-24.305254,156.34991,-163.15547,cow_37,cow_37,./dataset/test-41-different/all\cow_37\cow_37_1912.png
25.829445,230.9875,-37.170933,cow_37,cow_37,./dataset/test-41-different/all\cow_37\cow_37_626.png
71.720825,227.96046,-43.076546,cow_37,cow_37,./dataset/test-41-different/all\cow_37\cow_37_655.png
52.003155,273.08096,-65.60812,cow_37,cow_34,./dataset/test-41-different/all\cow_37\cow_37_704.png
-33.514072,406.02927,9.238904,cow_38,cow_38,./dataset/test-41-different/all\cow_38\cow_38_1936.png
-3.381412,431.42642,36.185265,cow_38,cow_38,./dataset/test-41-different/all\cow_38\cow_38_2015.png
57.27096,-388.23462,-74.54799,cow_39,cow_23,./dataset/test-41-different/all\cow_39\cow_39_1147.png
19.104424,-63.84043,-142.01317,cow_39,cow_35,./dataset/test-41-different/all\cow_39\cow_39_1365.png
-150.39429,-67.59822,-260.4619,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_1421.png
-130.68007,-41.66633,-233.86328,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_1428.png
-100.49969,-64.20483,-301.27728,cow_39,cow_41,./dataset/test-41-different/all\cow_39\cow_39_1483.png
-193.47026,294.55423,-87.55025,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_1579.png
50.208817,522.1418,-88.91116,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_16.png
67.393814,460.28906,-28.07169,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_3.png
88.5205,477.31815,-80.156876,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_42.png
-68.02933,162.18332,-63.69165,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_428.png
31.496542,450.35022,-70.88704,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_47.png
22.749752,499.16345,-39.654846,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_5.png
48.880325,472.68542,-122.82893,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_56.png
-109.690735,219.71436,-80.49895,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_571.png
-121.888275,222.6242,-38.82451,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_573.png
-50.950012,205.9128,-61.257633,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_632.png
-0.49537882,492.73804,-95.02219,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_84.png
79.48418,518.444,-38.54919,cow_39,cow_39,./dataset/test-41-different/all\cow_39\cow_39_89.png
-145.64326,-132.90744,413.6605,cow_4,cow_4,./dataset/test-41-different/all\cow_4\cow_4_107.png
-98.23905,-110.186646,408.98434,cow_4,cow_4,./dataset/test-41-different/all\cow_4\cow_4_186.png
-48.184975,-95.15302,362.8023,cow_4,cow_4,./dataset/test-41-different/all\cow_4\cow_4_278.png
-41.053474,-134.60443,389.18866,cow_4,cow_4,./dataset/test-41-different/all\cow_4\cow_4_308.png
-15.371785,-126.911446,342.4939,cow_4,cow_4,./dataset/test-41-different/all\cow_4\cow_4_316.png
-122.30431,-139.68437,348.99072,cow_4,cow_4,./dataset/test-41-different/all\cow_4\cow_4_383.png
-105.445984,-172.76543,377.24753,cow_4,cow_4,./dataset/test-41-different/all\cow_4\cow_4_388.png
-71.543236,-154.48885,334.04437,cow_4,cow_22,./dataset/test-41-different/all\cow_4\cow_4_434.png
-54.97348,-117.05154,294.5197,cow_4,cow_22,./dataset/test-41-different/all\cow_4\cow_4_460.png
-272.3386,-77.554405,-181.49101,cow_40,cow_40,./dataset/test-41-different/all\cow_40\cow_40_1490.png
42.205307,330.23953,-183.03784,cow_40,cow_40,./dataset/test-41-different/all\cow_40\cow_40_173.png
98.852165,179.66495,39.284172,cow_40,cow_40,./dataset/test-41-different/all\cow_40\cow_40_634.png
178.77324,53.0403,159.82031,cow_40,cow_41,./dataset/test-41-different/all\cow_40\cow_40_731.png
-35.267994,241.33585,-127.69442,cow_41,cow_15,./dataset/test-41-different/all\cow_41\cow_41_1042.png
-114.305916,156.41284,-198.63637,cow_41,cow_25,./dataset/test-41-different/all\cow_41\cow_41_1073.png
1.6885426,210.94196,229.90353,cow_41,cow_39,./dataset/test-41-different/all\cow_41\cow_41_1131.png
39.262753,191.25699,227.00826,cow_41,cow_34,./dataset/test-41-different/all\cow_41\cow_41_1152.png
87.7406,108.4035,57.202118,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_1211.png
139.93451,336.11987,59.5253,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_1276.png
114.2332,297.68127,57.021763,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_1292.png
139.22308,303.9076,19.50731,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_1294.png
-135.51253,-122.3465,-192.93239,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2556.png
-192.89665,-60.215355,-206.37486,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2648.png
-252.85155,-31.203037,-230.8834,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2738.png
-327.0584,-222.5003,-256.60104,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2795.png
-285.48813,-220.20853,-256.99216,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2801.png
-291.8009,-45.810276,-274.27002,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2973.png
-244.76543,-38.752644,-290.64505,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2978.png
-257.61142,-82.33783,-269.6449,cow_41,cow_41,./dataset/test-41-different/all\cow_41\cow_41_2979.png
276.3102,60.68979,84.466156,cow_5,cow_5,./dataset/test-41-different/all\cow_5\cow_5_1610.png
-156.45592,129.63216,58.71711,cow_5,cow_5,./dataset/test-41-different/all\cow_5\cow_5_1831.png
211.85997,-51.046883,104.259315,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_1885.png
227.82489,4.377334,71.1693,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_1893.png
250.50977,-34.48343,50.326557,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_1896.png
266.92392,-59.278687,95.24447,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_1937.png
255.21521,-10.191187,118.12755,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_1941.png
293.36404,-7.9318323,86.45235,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_1943.png
-96.513824,-106.27201,64.14876,cow_5,cow_8,./dataset/test-41-different/all\cow_5\cow_5_27.png
-103.45019,-84.249214,110.362656,cow_5,cow_8,./dataset/test-41-different/all\cow_5\cow_5_55.png
-54.01029,-83.9852,88.77464,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_74.png
-139.60367,89.57357,377.98672,cow_5,cow_10,./dataset/test-41-different/all\cow_5\cow_5_901.png
-75.07514,-135.38057,106.345634,cow_5,cow_8,./dataset/test-41-different/all\cow_5\cow_5_91.png
-57.45423,-100.84621,139.06119,cow_5,cow_8,./dataset/test-41-different/all\cow_5\cow_5_94.png
56.14629,68.33125,300.56262,cow_5,cow_5,./dataset/test-41-different/all\cow_5\cow_5_975.png
64.362976,44.481583,340.65012,cow_5,cow_5,./dataset/test-41-different/all\cow_5\cow_5_980.png
72.19827,90.35567,342.57153,cow_5,cow_5,./dataset/test-41-different/all\cow_5\cow_5_985.png
-111.87648,-276.32837,104.69308,cow_6,cow_6,./dataset/test-41-different/all\cow_6\cow_6_1061.png
-196.10117,24.351973,-102.50341,cow_6,cow_6,./dataset/test-41-different/all\cow_6\cow_6_261.png
-175.11536,30.306787,-66.29312,cow_6,cow_6,./dataset/test-41-different/all\cow_6\cow_6_368.png
-90.91462,-223.7086,78.500046,cow_6,cow_6,./dataset/test-41-different/all\cow_6\cow_6_744.png
-154.11435,118.220375,-115.50675,cow_6,cow_6,./dataset/test-41-different/all\cow_6\cow_6_782.png
-93.29189,21.481985,-34.288704,cow_6,cow_6,./dataset/test-41-different/all\cow_6\cow_6_851.png
-57.52822,60.212273,25.226025,cow_6,cow_6,./dataset/test-41-different/all\cow_6\cow_6_907.png
-135.76166,245.66086,-313.31638,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1029.png
-58.403732,286.84946,-263.6187,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1079.png
-81.98199,243.4286,-303.1685,cow_7,cow_10,./dataset/test-41-different/all\cow_7\cow_7_1242.png
178.87617,81.0279,254.63356,cow_7,cow_10,./dataset/test-41-different/all\cow_7\cow_7_1361.png
207.16554,55.341396,219.89323,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1376.png
235.90643,22.59373,258.94803,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1553.png
257.65857,63.19302,247.35875,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1554.png
267.5922,22.418146,220.09634,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1569.png
232.59654,387.43066,32.017612,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1710.png
-21.712643,336.40894,-223.9029,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1750.png
-77.463486,344.6281,-228.57094,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1772.png
-106.52645,330.3317,-259.93585,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1798.png
-122.03927,275.4046,-240.94513,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1803.png
-153.40955,304.94208,-220.7252,cow_7,cow_5,./dataset/test-41-different/all\cow_7\cow_7_1824.png
-165.51482,295.328,-267.29486,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_1882.png
285.32416,383.2855,-66.769646,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_377.png
244.31873,392.3483,-27.642292,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_397.png
281.648,392.6622,-7.8027287,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_398.png
153.59985,136.1148,254.99568,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_69.png
-73.7211,139.14531,66.78184,cow_7,cow_7,./dataset/test-41-different/all\cow_7\cow_7_936.png
9.610771,-264.37103,-91.00964,cow_8,cow_8,./dataset/test-41-different/all\cow_8\cow_8_348.png
-30.391588,-62.644,2.3577404,cow_8,cow_5,./dataset/test-41-different/all\cow_8\cow_8_382.png
